Sec,N,mm/mm,mm,segments
487.87256,-15771.681,-5.1194889e-05,0.66202146,195
487.87354,-15923.996,-7.167281e-05,0.66202146,195
487.87451,-16055.404,-0.00010238969,0.66202146,195
487.87549,-16189.8,-0.00011262865,0.65775037,195
487.87646,-16321.209,-0.00013310657,0.65347922,195
487.87744,-16473.523,-0.00015358449,0.65347922,195
487.87842,-16590,-0.00016382345,0.65347922,195
487.87939,-16730.369,-0.00020477928,0.64920813,195
487.88037,-16852.82,-0.00021501824,0.64920813,195
487.88135,-16993.188,-0.00023549616,0.64493704,195
487.88232,-17118.623,-0.00026621306,0.64493704,195
487.8833,-17247.045,-0.00027645202,0.64493704,195
487.88428,-17363.521,-0.00028669098,0.64493704,195
487.88525,-17494.93,-0.00029692994,0.6363948,195
487.88623,-17623.354,-0.00032764682,0.6363948,195
487.88721,-17748.789,-0.00032764682,0.63212371,195
487.88818,-17874.227,-0.00035836367,0.63212371,195
487.88916,-17993.689,-0.00036860263,0.63212371,195
487.89014,-18128.084,-0.00035836367,0.63212371,195
487.89111,-18244.561,-0.00037884159,0.62785256,195
487.89209,-18367.008,-0.00039931951,0.62785256,195
487.89307,-18486.471,-0.00039931951,0.62358147,195
487.89404,-18617.879,-0.00041979743,0.62358147,195
487.89502,-18743.316,-0.00044027535,0.62358147,195
487.896,-18871.738,-0.00043003639,0.61931038,195
487.89697,-18988.215,-0.00045051432,0.61503923,195
487.89795,-19119.623,-0.00047099224,0.61503923,195
487.89893,-19233.113,-0.00049147016,0.61503923,195
487.8999,-19373.482,-0.00050170912,0.61076814,195
487.90088,-19478.012,-0.000532426,0.61076814,195
487.90186,-19609.42,-0.00054266496,0.61503923,195
487.90283,-19722.91,-0.00054266496,0.61076814,195
487.90381,-19857.305,-0.00056314288,0.60649705,195
487.90479,-19961.836,-0.00060409872,0.6022259,195
487.90576,-20093.244,-0.00061433768,0.6022259,195
487.90674,-20206.736,-0.00062457664,0.6022259,195
487.90771,-20338.145,-0.0006348156,0.6022259,195
487.90869,-20436.701,-0.00065529352,0.59795481,195
487.90967,-20574.084,-0.00067577144,0.59368372,195
487.91064,-20681.6,-0.00067577144,0.59368372,195
487.91162,-20804.049,-0.00070648832,0.59368372,195
487.9126,-20914.551,-0.00070648832,0.58941257,195
487.91357,-21034.014,-0.00073720521,0.59368372,195
487.91455,-21147.502,-0.00075768313,0.58087039,195
487.91553,-21263.979,-0.00076792209,0.58087039,195
487.9165,-21380.455,-0.00076792209,0.58087039,195
487.91748,-21490.959,-0.00079863897,0.57659924,195
487.91846,-21601.461,-0.00081911689,0.57659924,195
487.91943,-21717.938,-0.00083959481,0.58087039,195
487.92041,-21828.441,-0.00082935585,0.58087039,195
487.92139,-21938.943,-0.00086007273,0.57232815,195
487.92236,-22052.434,-0.00088055065,0.57232815,195
487.92334,-22150.99,-0.00088055065,0.56378591,195
487.92432,-22270.453,-0.00090102857,0.57232815,195
487.92529,-22374.982,-0.00091126753,0.56805706,195
487.92627,-22491.459,-0.00093174545,0.56378591,195
487.92725,-22595.988,-0.00094198441,0.56805706,195
487.92822,-22715.453,-0.00095222337,0.56378591,195
487.9292,-22808.035,-0.0009829402,0.56378591,195
487.93018,-22927.498,-0.00097270129,0.55951482,195
487.93115,-23032.027,-0.0009829402,0.55951482,195
487.93213,-23148.504,-0.0010034181,0.55524373,195
487.93311,-23244.074,-0.0010034181,0.55951482,195
487.93408,-23369.51,-0.0010136571,0.55524373,195
487.93506,-23465.08,-0.001044374,0.55524373,195
487.93604,-23590.518,-0.001044374,0.55524373,195
487.93701,-23686.086,-0.0010648519,0.54670149,195
487.93799,-23808.537,-0.0010750908,0.54670149,195
487.93896,-23910.08,-0.0011058077,0.54670149,195
487.93994,-24035.516,-0.0011058077,0.54670149,195
487.94092,-24128.1,-0.0011160467,0.54670149,195
487.94189,-24247.561,-0.0011365246,0.5424304,195
487.94287,-24349.104,-0.0011672415,0.53815925,195
487.94385,-24468.566,-0.0011774804,0.5424304,195
487.94482,-24573.098,-0.0011979584,0.53815925,195
487.9458,-24686.586,-0.0011979584,0.53815925,195
487.94678,-24791.117,-0.0012081973,0.53815925,195
487.94775,-24907.594,-0.0012389142,0.53388816,195
487.94873,-25006.148,-0.0012491532,0.52961707,195
487.94971,-25116.654,-0.0012593921,0.52961707,195
487.95068,-25224.168,-0.00127987,0.53388816,195
487.95166,-25331.686,-0.001290109,0.52534592,195
487.95264,-25436.215,-0.001300348,0.52534592,195
487.95361,-25540.744,-0.0013208259,0.52534592,195
487.95459,-25648.262,-0.0013208259,0.52534592,195
487.95557,-25752.793,-0.0013515428,0.52107483,195
487.95654,-25857.32,-0.0013617817,0.52107483,195
487.95752,-25961.852,-0.0013720207,0.51680374,195
487.9585,-26069.369,-0.0013924986,0.51253259,195
487.95947,-26167.926,-0.0014027376,0.51680374,195
487.96045,-26278.428,-0.0014129765,0.51680374,195
487.96143,-26373.996,-0.0014232155,0.5082615,195
487.9624,-26490.475,-0.0014334545,0.51253259,195
487.96338,-26583.057,-0.0014436934,0.5082615,195
487.96436,-26702.52,-0.0014641713,0.51253259,195
487.96533,-26801.076,-0.0014846493,0.50399041,195
487.96631,-26911.58,-0.0014948882,0.50399041,195
487.96729,-27010.137,-0.0014948882,0.49971929,195
487.96826,-27126.613,-0.0015051272,0.49971929,195
487.96924,-27225.17,-0.0015358441,0.49971929,195
487.97021,-27341.646,-0.0015256051,0.49971929,195
487.97119,-27440.203,-0.001556322,0.49971929,195
487.97217,-27553.691,-0.001546083,0.49117708,195
487.97314,-27655.234,-0.0015767999,0.49971929,195
487.97412,-27768.725,-0.0015870389,0.49117708,195
487.9751,-27867.281,-0.0016075168,0.49117708,195
487.97607,-27980.771,-0.0016382337,0.49117708,195
487.97705,-28088.287,-0.0016382337,0.49117708,195
487.97803,-28192.818,-0.0016382337,0.48690596,195
487.979,-28303.32,-0.0016689505,0.48690596,195
487.97998,-28404.863,-0.0016689505,0.47836375,195
487.98096,-28512.381,-0.0016791895,0.48263484,195
487.98193,-28625.869,-0.0017201453,0.47836375,195
487.98291,-28727.414,-0.0017201453,0.48263484,195
487.98389,-28831.943,-0.0017303843,0.47836375,195
487.98486,-28945.434,-0.0017508622,0.47409263,195
487.98584,-29043.988,-0.0017611012,0.47836375,195
487.98682,-29151.506,-0.0017918181,0.47409263,195
487.98779,-29256.037,-0.001802057,0.46982151,195
487.98877,-29369.525,-0.0018225349,0.46982151,195
487.98975,-29462.109,-0.0018430129,0.46982151,195
487.99072,-29575.598,-0.0018532518,0.46982151,195
487.9917,-29671.17,-0.0018737298,0.46555042,195
487.99268,-29778.686,-0.0018634908,0.46555042,195
487.99365,-29871.27,-0.0018839687,0.4612793,195
487.99463,-29984.758,-0.0018839687,0.45700818,195
487.99561,-30077.344,-0.0019249246,0.4612793,195
487.99658,-30193.818,-0.0019351635,0.4612793,195
487.99756,-30286.402,-0.0019454025,0.45700818,195
487.99854,-30396.904,-0.0019454025,0.45273709,195
487.99951,-30489.488,-0.0019556414,0.44846597,195
488.00049,-30602.979,-0.0019556414,0.45273709,195
488.00146,-30692.576,-0.0019863583,0.44419485,195
488.00244,-30806.064,-0.0020068362,0.44419485,195
488.00342,-30907.607,-0.0020375531,0.44419485,195
488.00439,-31021.098,-0.0020273142,0.44419485,195
488.00537,-31113.682,-0.0020375531,0.43992376,195
488.00635,-31221.197,-0.0020477921,0.43992376,195
488.00732,-31313.781,-0.002058031,0.43992376,195
488.0083,-31430.258,-0.00206827,0.43992376,195
488.00928,-31525.828,-0.0020887479,0.43565264,195
488.01025,-31633.344,-0.0021092258,0.43565264,195
488.01123,-31734.889,-0.0020989869,0.43565264,195
488.01221,-31842.404,-0.0021194648,0.43138152,195
488.01318,-31943.947,-0.0021604206,0.43992376,195
488.01416,-32042.504,-0.0021501817,0.43138152,195
488.01514,-32144.047,-0.0021808986,0.42711043,195
488.01611,-32245.59,-0.0021911375,0.43138152,195
488.01709,-32344.146,-0.0022013765,0.42711043,195
488.01807,-32442.703,-0.0022116154,0.42283931,195
488.01904,-32550.221,-0.0022423323,0.42283931,195
488.02002,-32639.816,-0.0022525713,0.41856819,195
488.021,-32750.32,-0.0022730492,0.42283931,195
488.02197,-32839.918,-0.0022730492,0.41856819,195
488.02295,-32947.434,-0.0023037661,0.4142971,195
488.02393,-33028.074,-0.0023037661,0.4142971,195
488.0249,-33135.59,-0.002324244,0.41002598,195
488.02588,-33219.211,-0.002334483,0.41002598,195
488.02686,-33326.73,-0.0023549609,0.4142971,195
488.02783,-33416.324,-0.0023651998,0.4142971,195
488.02881,-33517.867,-0.0023754388,0.41002598,195
488.02979,-33604.48,-0.0023754388,0.41002598,195
488.03076,-33709.008,-0.0024061557,0.40575486,195
488.03174,-33795.621,-0.0024061557,0.40148377,195
488.03271,-33906.125,-0.0024368726,0.40148377,195
488.03369,-33992.734,-0.0024368726,0.40148377,195
488.03467,-34097.262,-0.0024471115,0.40575486,195
488.03564,-34183.871,-0.0024675895,0.39721265,195
488.03662,-34285.414,-0.0024675895,0.40148377,195
488.0376,-34372.027,-0.0024778284,0.38867044,195
488.03857,-34473.57,-0.0024880674,0.39294153,195
488.03955,-34566.156,-0.0025085453,0.39294153,195
488.04053,-34667.699,-0.0025187843,0.39294153,195
488.0415,-34760.281,-0.0025290232,0.38867044,195
488.04248,-34858.836,-0.0025392622,0.39721265,195
488.04346,-34948.434,-0.0025495011,0.38867044,195
488.04443,-35041.02,-0.0025699791,0.38867044,195
488.04541,-35136.59,-0.002590457,0.3801282,195
488.04639,-35232.16,-0.002590457,0.38439932,195
488.04736,-35330.715,-0.0026006959,0.38439932,195
488.04834,-35414.34,-0.0026211739,0.38439932,195
488.04932,-35509.91,-0.0026416518,0.3801282,195
488.05029,-35599.508,-0.0026518907,0.3801282,195
488.05127,-35704.035,-0.0026621297,0.37585711,195
488.05225,-35787.66,-0.0026621297,0.37585711,195
488.05322,-35889.203,-0.0027030855,0.37585711,195
488.0542,-35972.828,-0.0027030855,0.37158599,195
488.05518,-36074.371,-0.0027235635,0.37585711,195
488.05615,-36155.008,-0.0027440414,0.37158599,195
488.05713,-36250.578,-0.0027440414,0.36731488,195
488.05811,-36334.203,-0.0027747583,0.37585711,195
488.05908,-36435.746,-0.0027849972,0.36731488,195
488.06006,-36504.438,-0.0027849972,0.37158599,195
488.06104,-36614.941,-0.0028054751,0.35877267,195
488.06201,-36692.59,-0.0028054751,0.36731488,195
488.06299,-36788.164,-0.0028157141,0.35877267,195
488.06396,-36868.797,-0.0028259531,0.36304379,195
488.06494,-36964.367,-0.002836192,0.36304379,195
488.06592,-37042.02,-0.0028566699,0.35877267,195
488.06689,-37146.551,-0.002836192,0.35877267,195
488.06787,-37227.184,-0.0028771479,0.35877267,195
488.06885,-37325.742,-0.0028873868,0.35023046,195
488.06982,-37409.367,-0.0028873868,0.35450155,195
488.0708,-37504.938,-0.0029078647,0.35023046,195
488.07178,-37591.551,-0.0029385816,0.35023046,195
488.07275,-37675.172,-0.0029488206,0.35023046,195
488.07373,-37770.742,-0.0029385816,0.35023046,195
488.07471,-37860.34,-0.0029590596,0.34595934,195
488.07568,-37946.949,-0.0029590596,0.34595934,195
488.07666,-38033.559,-0.0029692985,0.34168822,195
488.07764,-38132.113,-0.0029897764,0.34168822,195
488.07861,-38212.754,-0.0030102544,0.34595934,195
488.07959,-38308.324,-0.0030409712,0.33741713,195
488.08057,-38385.977,-0.0030307323,0.33741713,195
488.08154,-38484.531,-0.0030307323,0.33741713,195
488.08252,-38571.141,-0.0030512102,0.33314601,195
488.0835,-38660.738,-0.0030716881,0.33741713,195
488.08447,-38744.363,-0.0030819271,0.32887489,195
488.08545,-38842.918,-0.003102405,0.33314601,195
488.08643,-38926.543,-0.003092166,0.32887489,195
488.0874,-39019.125,-0.003112644,0.33314601,195
488.08838,-39087.816,-0.0031433608,0.32887489,195
488.08936,-39192.348,-0.0031535998,0.3246038,195
488.09033,-39269.996,-0.0031535998,0.32887489,195
488.09131,-39365.57,-0.0031740777,0.32033268,195
488.09229,-39446.207,-0.0031843167,0.32887489,195
488.09326,-39538.789,-0.0031945556,0.32887489,195
488.09424,-39619.426,-0.0032150336,0.3246038,195
488.09521,-39714.996,-0.0032252725,0.31606156,195
488.09619,-39792.648,-0.0032457504,0.32033268,195
488.09717,-39888.219,-0.0032559894,0.3246038,195
488.09814,-39962.883,-0.0032764673,0.31606156,195
488.09912,-40055.465,-0.0032764673,0.31606156,195
488.1001,-40127.145,-0.0032867063,0.31606156,195
488.10107,-40210.766,-0.0033071842,0.31179047,195
488.10205,-40303.352,-0.0033174232,0.31179047,195
488.10303,-40389.961,-0.0033071842,0.31179047,195
488.104,-40464.625,-0.0033276621,0.31179047,195
488.10498,-40554.223,-0.003358379,0.30751935,195
488.10596,-40640.836,-0.00334814,0.30751935,195
488.10693,-40727.445,-0.003368618,0.30751935,195
488.10791,-40808.082,-0.0033788569,0.30751935,195
488.10889,-40885.73,-0.0033788569,0.30751935,195
488.10986,-40975.332,-0.0033993348,0.29897714,195
488.11084,-41049.992,-0.0034095738,0.30324823,195
488.11182,-41145.566,-0.0034198128,0.30324823,195
488.11279,-41223.215,-0.0034300517,0.30324823,195
488.11377,-41312.813,-0.0034505296,0.30324823,195
488.11475,-41393.449,-0.0034607686,0.29470602,195
488.11572,-41486.031,-0.0034607686,0.29470602,195
488.1167,-41554.723,-0.0034710076,0.29897714,195
488.11768,-41647.309,-0.0034812465,0.29470602,195
488.11865,-41727.945,-0.0034914855,0.2904349,195
488.11963,-41820.527,-0.0035222024,0.2904349,195
488.12061,-41895.191,-0.0035222024,0.2904349,195
488.12158,-41984.785,-0.0035529193,0.2904349,195
488.12256,-42059.453,-0.0035631582,0.2904349,195
488.12354,-42146.066,-0.0035836361,0.2904349,195
488.12451,-42217.742,-0.0035938751,0.28616381,195
488.12549,-42307.34,-0.0035836361,0.28616381,195
488.12646,-42379.016,-0.003624592,0.28616381,195
488.12744,-42465.625,-0.003624592,0.28189269,195
488.12842,-42543.277,-0.0036348309,0.28189269,195
488.12939,-42629.887,-0.0036450699,0.2776216,195
488.13037,-42704.551,-0.0036553089,0.28189269,195
488.13135,-42785.191,-0.0036655478,0.2776216,195
488.13232,-42856.863,-0.0036655478,0.2776216,195
488.1333,-42943.477,-0.0036860257,0.27335048,195
488.13428,-43024.113,-0.0037065037,0.2776216,195
488.13525,-43101.766,-0.0037269816,0.27335048,195
488.13623,-43179.418,-0.0037372205,0.26907936,195
488.13721,-43260.051,-0.0037269816,0.27335048,195
488.13818,-43337.703,-0.0037474595,0.26907936,195
488.13916,-43412.367,-0.0037781764,0.26907936,195
488.14014,-43501.965,-0.0037576985,0.26907936,195
488.14111,-43573.645,-0.0037884153,0.26907936,195
488.14209,-43657.27,-0.0037986543,0.26480827,195
488.14307,-43728.941,-0.0038088933,0.26480827,195
488.14404,-43815.555,-0.0038293712,0.26053715,195
488.14502,-43890.219,-0.0038293712,0.26053715,195
488.146,-43982.805,-0.0038600881,0.26053715,195
488.14697,-44045.52,-0.0038600881,0.25626603,195
488.14795,-44132.129,-0.0038396101,0.26053715,195
488.14893,-44197.836,-0.003870327,0.26053715,195
488.1499,-44296.395,-0.003880566,0.25626603,195
488.15088,-44362.098,-0.0038908049,0.25626603,195
488.15186,-44442.734,-0.0039112829,0.25199494,195
488.15283,-44520.387,-0.0039215218,0.25626603,195
488.15381,-44609.98,-0.0039317608,0.25626603,195
488.15479,-44675.688,-0.0039624777,0.24772382,195
488.15576,-44765.285,-0.0039829556,0.24772382,195
488.15674,-44833.973,-0.0039522387,0.24772382,195
488.15771,-44926.559,-0.0039829556,0.2434527,195
488.15869,-44989.277,-0.0039931946,0.24772382,195
488.15967,-45072.898,-0.0040239114,0.2434527,195
488.16064,-45144.578,-0.0040239114,0.2434527,195
488.16162,-45225.215,-0.0040443894,0.23918159,195
488.1626,-45296.895,-0.0040341504,0.2434527,195
488.16357,-45374.543,-0.0040546283,0.23491049,195
488.16455,-45449.207,-0.0040648673,0.23491049,195
488.16553,-45526.859,-0.0040648673,0.23918159,195
488.1665,-45601.523,-0.0040751062,0.23918159,195
488.16748,-45676.188,-0.0040853452,0.23491049,195
488.16846,-45756.824,-0.004126301,0.23918159,195
488.16943,-45831.488,-0.004126301,0.23491049,195
488.17041,-45909.137,-0.004126301,0.23491049,195
488.17139,-45980.816,-0.0041570179,0.23491049,195
488.17236,-46061.453,-0.0041570179,0.23063937,195
488.17334,-46136.121,-0.0041672569,0.23063937,195
488.17432,-46216.754,-0.0041774958,0.23063937,195
488.17529,-46282.461,-0.0041979738,0.22636826,195
488.17627,-46360.109,-0.0042082127,0.22636826,195
488.17725,-46431.789,-0.0042184517,0.22209716,195
488.17822,-46512.426,-0.0042594075,0.22636826,195
488.1792,-46584.102,-0.0042389296,0.22636826,195
488.18018,-46664.742,-0.0042389296,0.22209716,195
488.18115,-46727.457,-0.0042286906,0.22209716,195
488.18213,-46811.082,-0.0042696465,0.21782605,195
488.18311,-46879.773,-0.0042798854,0.22209716,195
488.18408,-46960.41,-0.0042901244,0.21355493,195
488.18506,-47026.117,-0.0043003634,0.21782605,195
488.18604,-47109.742,-0.0043310802,0.21782605,195
488.18701,-47172.457,-0.0043208413,0.21355493,195
488.18799,-47262.055,-0.0043310802,0.21355493,195
488.18896,-47318.797,-0.0043515582,0.21355493,195
488.18994,-47405.41,-0.0043617971,0.20501272,195
488.19092,-47474.102,-0.0043720361,0.20928383,195
488.19189,-47554.738,-0.0044129919,0.21355493,195
488.19287,-47620.441,-0.004402753,0.20501272,195
488.19385,-47704.066,-0.0044129919,0.20501272,195
488.19482,-47763.797,-0.0044129919,0.20501272,195
488.1958,-47844.438,-0.0044334698,0.20501272,195
488.19678,-47910.141,-0.0044334698,0.20501272,195
488.19775,-47984.801,-0.0044539478,0.1964705,195
488.19873,-48050.512,-0.0044641867,0.2007416,195
488.19971,-48131.145,-0.0044949036,0.1964705,195
488.20068,-48202.824,-0.0044846646,0.2007416,195
488.20166,-48271.516,-0.0045051426,0.2007416,195
488.20264,-48340.207,-0.0045358595,0.1964705,195
488.20361,-48408.898,-0.0045256205,0.19219939,195
488.20459,-48492.52,-0.0045358595,0.19219939,195
488.20557,-48555.238,-0.0045563374,0.19219939,195
488.20654,-48626.914,-0.0045460984,0.18792827,195
488.20752,-48698.594,-0.0045665763,0.19219939,195
488.2085,-48773.258,-0.0045768153,0.18792827,195
488.20947,-48835.977,-0.0045972932,0.19219939,195
488.21045,-48913.629,-0.0045972932,0.19219939,195
488.21143,-48976.344,-0.0046177711,0.18792827,195
488.2124,-49053.996,-0.0046280101,0.18792827,195
488.21338,-49125.672,-0.0046382491,0.18365717,195
488.21436,-49200.336,-0.0046382491,0.18365717,195
488.21533,-49254.098,-0.004648488,0.17938606,195
488.21631,-49331.746,-0.004658727,0.17938606,195
488.21729,-49397.449,-0.0046689659,0.17938606,195
488.21826,-49472.113,-0.0046894439,0.17938606,195
488.21924,-49537.82,-0.0047099218,0.17938606,195
488.22021,-49618.457,-0.0047099218,0.17511494,195
488.22119,-49681.176,-0.0047201607,0.17511494,195
488.22217,-49758.828,-0.0047406387,0.17084384,195
488.22314,-49821.543,-0.0047611166,0.17084384,195
488.22412,-49899.191,-0.0047713555,0.17938606,195
488.2251,-49961.91,-0.0047713555,0.17084384,195
488.22607,-50021.645,-0.0047815945,0.17084384,195
488.22705,-50096.305,-0.0048123114,0.17084384,195
488.22803,-50162.016,-0.0048123114,0.17084384,195
488.229,-50224.73,-0.0048123114,0.17511494,195
488.22998,-50299.395,-0.0048225503,0.16657273,195
488.23096,-50362.113,-0.0048430283,0.16657273,195
488.23193,-50427.816,-0.0048532672,0.16230161,195
488.23291,-50496.508,-0.0048532672,0.16657273,195
488.23389,-50565.195,-0.0048635062,0.16657273,195
488.23486,-50627.918,-0.0048737451,0.16230161,195
488.23584,-50690.637,-0.004904462,0.15803051,195
488.23682,-50771.27,-0.0048942231,0.15803051,195
488.23779,-50828.02,-0.004914701,0.15803051,195
488.23877,-50902.68,-0.0049351789,0.16230161,195
488.23975,-50959.426,-0.0049454179,0.16230161,195
488.24072,-51040.063,-0.0049454179,0.15375941,195
488.2417,-51099.797,-0.0049556568,0.15803051,195
488.24268,-51168.484,-0.0049556568,0.15375941,195
488.24365,-51225.23,-0.0049863737,0.15375941,195
488.24463,-51290.934,-0.0050068516,0.14948829,195
488.24561,-51353.652,-0.0049966127,0.15375941,195
488.24658,-51440.262,-0.0050170906,0.15375941,195
488.24756,-51488.047,-0.0050273295,0.15375941,195
488.24854,-51553.754,-0.0050375685,0.14948829,195
488.24951,-51616.469,-0.0050375685,0.15375941,195
488.25049,-51691.137,-0.0050478075,0.14521718,195
488.25146,-51747.879,-0.0050478075,0.14521718,195
488.25244,-51816.57,-0.0050990023,0.14948829,195
488.25342,-51876.301,-0.0050887633,0.14948829,195
488.25439,-51953.953,-0.0050887633,0.14094608,195
488.25537,-52001.738,-0.0051297192,0.14094608,195
488.25635,-52070.43,-0.0051194802,0.14094608,195
488.25732,-52133.148,-0.0051399581,0.14094608,195
488.2583,-52195.867,-0.0051501971,0.14094608,195
488.25928,-52258.582,-0.005160436,0.14094608,195
488.26025,-52327.273,-0.005170675,0.14094608,195
488.26123,-52389.992,-0.005170675,0.14094608,195
488.26221,-52455.695,-0.0051911529,0.13667496,195
488.26318,-52521.402,-0.0051911529,0.13667496,195
488.26416,-52578.145,-0.0052116308,0.13667496,195
488.26514,-52646.836,-0.0052116308,0.13667496,195
488.26611,-52700.598,-0.0052423477,0.12813275,195
488.26709,-52766.301,-0.0052218698,0.12813275,195
488.26807,-52829.02,-0.0052525867,0.12813275,195
488.26904,-52897.707,-0.0052730646,0.12813275,195
488.27002,-52957.438,-0.0052833036,0.13240385,195
488.271,-53029.117,-0.0052935425,0.12813275,195
488.27197,-53082.875,-0.0052935425,0.12813275,195
488.27295,-53139.621,-0.0053037815,0.12813275,195
488.27393,-53202.34,-0.0053344984,0.12386163,195
488.2749,-53279.988,-0.0053447373,0.12813275,195
488.27588,-53333.746,-0.0053447373,0.12386163,195
488.27686,-53396.465,-0.0053549763,0.12386163,195
488.27783,-53450.223,-0.0053549763,0.11959052,195
488.27881,-53521.898,-0.0053856932,0.12386163,195
488.27979,-53575.66,-0.0053652152,0.11959052,195
488.28076,-53647.34,-0.0054061711,0.11959052,195
488.28174,-53695.121,-0.0054061711,0.11959052,195
488.28271,-53757.84,-0.0054061711,0.11531942,195
488.28369,-53823.543,-0.005436888,0.11531942,195
488.28467,-53883.273,-0.0054471269,0.11531942,195
488.28564,-53937.035,-0.0054573659,0.1110483,195
488.28662,-54008.711,-0.0054676048,0.1110483,195
488.2876,-54062.469,-0.0054983217,0.11531942,195
488.28857,-54122.199,-0.0054778438,0.1110483,195
488.28955,-54178.949,-0.0055085607,0.1110483,195
488.29053,-54244.652,-0.0055085607,0.1110483,195
488.2915,-54295.422,-0.0055187996,0.1110483,195
488.29248,-54364.113,-0.0055495165,0.1110483,195
488.29346,-54417.875,-0.0055392776,0.10677719,195
488.29443,-54480.59,-0.0055392776,0.10250609,195
488.29541,-54534.348,-0.0055802334,0.10250609,195
488.29639,-54588.105,-0.0055904724,0.10250609,195
488.29736,-54647.84,-0.0055904724,0.10250609,195
488.29834,-54704.582,-0.0056007113,0.10250609,195
488.29932,-54767.301,-0.0056007113,0.10677719,195
488.30029,-54818.074,-0.0056211893,0.098234974,195
488.30127,-54883.777,-0.0056314282,0.10250609,195
488.30225,-54934.547,-0.0056314282,0.098234974,195
488.30322,-55000.25,-0.0056416672,0.098234974,195
488.3042,-55045.051,-0.0056621451,0.098234974,195
488.30518,-55113.742,-0.005682623,0.10250609,195
488.30615,-55161.527,-0.005682623,0.098234974,195
488.30713,-55227.23,-0.005692862,0.093963861,195
488.30811,-55275.016,-0.005682623,0.093963861,195
488.30908,-55337.734,-0.0057133399,0.089692757,195
488.31006,-55385.52,-0.0057031009,0.093963861,195
488.31104,-55451.227,-0.0057338178,0.089692757,195
488.31201,-55496.02,-0.0057440568,0.089692757,195
488.31299,-55558.738,-0.0057440568,0.089692757,195
488.31396,-55612.5,-0.0057440568,0.089692757,195
488.31494,-55675.215,-0.0057850126,0.085421644,195
488.31592,-55717.031,-0.0057850126,0.089692757,195
488.31689,-55788.707,-0.0058054905,0.085421644,195
488.31787,-55836.492,-0.0057952516,0.085421644,195
488.31885,-55893.238,-0.0058054905,0.081150539,195
488.31982,-55944.008,-0.0058362074,0.085421644,195
488.3208,-56006.727,-0.0058259685,0.081150539,195
488.32178,-56054.512,-0.0058362074,0.085421644,195
488.32275,-56111.254,-0.0058669243,0.081150539,195
488.32373,-56165.012,-0.0058669243,0.085421644,195
488.32471,-56221.762,-0.0058976412,0.081150539,195
488.32568,-56275.516,-0.0058771633,0.076879427,195
488.32666,-56329.273,-0.0058976412,0.081150539,195
488.32764,-56389.008,-0.0059181191,0.076879427,195
488.32861,-56430.816,-0.0059181191,0.072608314,195
488.32959,-56490.551,-0.0059283581,0.076879427,195
488.33057,-56538.332,-0.005948836,0.072608314,195
488.33154,-56592.094,-0.005948836,0.072608314,195
488.33252,-56642.863,-0.005948836,0.072608314,195
488.3335,-56699.609,-0.0059693139,0.06833721,195
488.33447,-56747.395,-0.0059795529,0.06833721,195
488.33545,-56807.125,-0.0060000308,0.076879427,195
488.33643,-56845.949,-0.0060102697,0.072608314,195
488.3374,-56905.68,-0.0060102697,0.06833721,195
488.33838,-56956.457,-0.0060307477,0.072608314,195
488.33936,-57016.188,-0.0060409866,0.06833721,195
488.34033,-57055.012,-0.0060409866,0.06833721,195
488.34131,-57111.754,-0.0060614645,0.064066097,195
488.34229,-57159.543,-0.0060614645,0.064066097,195
488.34326,-57222.258,-0.0060717035,0.064066097,195
488.34424,-57264.074,-0.0061024204,0.06833721,195
488.34521,-57317.828,-0.0061024204,0.064066097,195
488.34619,-57368.598,-0.0061024204,0.059794988,195
488.34717,-57428.332,-0.0061228983,0.064066097,195
488.34814,-57467.16,-0.0061228983,0.059794988,195
488.34912,-57523.902,-0.0061228983,0.064066097,195
488.3501,-57571.688,-0.0061331373,0.059794988,195
488.35107,-57628.434,-0.0061536152,0.059794988,195
488.35205,-57676.215,-0.0061740931,0.055523876,195
488.35303,-57724.004,-0.0061740931,0.055523876,195
488.354,-57783.734,-0.0061843321,0.055523876,195
488.35498,-57831.52,-0.006194571,0.055523876,195
488.35596,-57873.328,-0.00620481,0.055523876,195
488.35693,-57927.09,-0.00620481,0.055523876,195
488.35791,-57983.832,-0.0062355269,0.051252767,195
488.35889,-58028.633,-0.0062355269,0.055523876,195
488.35986,-58079.402,-0.0062662438,0.051252767,195
488.36084,-58121.215,-0.0062662438,0.046981659,195
488.36182,-58180.945,-0.0062764827,0.051252767,195
488.36279,-58222.758,-0.0062662438,0.051252767,195
488.36377,-58276.516,-0.0062969606,0.046981659,195
488.36475,-58318.328,-0.0062969606,0.046981659,195
488.36572,-58375.074,-0.0063174386,0.046981659,195
488.3667,-58413.898,-0.0063174386,0.04271055,195
488.36768,-58464.672,-0.0063276775,0.051252767,195
488.36865,-58512.453,-0.0063481554,0.04271055,195
488.36963,-58566.215,-0.0063481554,0.04271055,195
488.37061,-58596.082,-0.0063379165,0.046981659,195
488.37158,-58661.785,-0.0063686334,0.04271055,195
488.37256,-58700.609,-0.0063788723,0.04271055,195
488.37354,-58754.367,-0.0063788723,0.038439438,195
488.37451,-58793.195,-0.0063891113,0.038439438,195
488.37549,-58849.938,-0.0063993502,0.038439438,195
488.37646,-58897.723,-0.0064095892,0.038439438,195
488.37744,-58948.492,-0.0064300671,0.038439438,195
488.37842,-58993.293,-0.0064300671,0.034168329,195
